target_id	length	eff_length	est_counts	tpm
ENST00000532620	1925	2112.57	24.6561	0.362069
ENST00000534740	722	668.951	4.87456	0.226058
ENST00000533763	1589	1661.16	0	0
ENST00000531518	628	562.679	3.71318	0.204721
ENST00000608857	1671	1815.9	56.774	0.969919
ENST00000528291	563	471.751	1.98218	0.130349
ENST00000523857	3818	4464.8	23.4601	0.163007
ENST00000521053	3830	4455.41	23.5399	0.163906
ENST00000430863	4164	4658.69	0	0
ENST00000521161	613	446.866	0	0
ENST00000599226	2496	2329.87	0	0
ENST00000406070	2025	1858.87	0	0
ENST00000446844	2227	2060.87	0	0
ENST00000599620	686	519.866	0	0
ENST00000471557	505	338.936	0	0
ENST00000338761	1456	1469.18	69.7651	1.47313
ENST00000417509	1444	1477.48	0	0
ENST00000484946	610	509.441	3.03319	0.184707
ENST00000490656	660	567.087	4.52857	0.247736
ENST00000439537	1161	1128.81	37.5366	1.0316
ENST00000493251	641	541.525	2.69646	0.154473
ENST00000460127	408	265.688	0	0
ENST00000440632	1352	1354.77	79.6967	1.82496
ENST00000480899	751	662.497	9.06177	0.424334
ENST00000493111	1032	969.14	82.7773	2.64974
ENST00000465989	425	321.639	2.71641	0.262002
ENST00000431867	872	785.683	0	0
ENST00000465494	509	365.467	27.5885	2.34184
ENST00000480538	668	571.868	1.95864	0.106252
ENST00000485200	590	456.574	0	0
ENST00000486865	306	171.384	2.62867	0.475821
ENST00000485581	446	317.76	3.51197	0.34287
ENST00000439431	979	812.866	0	0
ENST00000399285	999	832.866	0	0
ENST00000607517	2222	2346.01	79.7045	1.05398
ENST00000607855	536	369.866	0	0
ENST00000457794	1512	1531.78	0	0
ENST00000378009	2483	2619.37	10.2955	0.121935
ENST00000378012	480	313.968	0	0
ENST00000508166	2164	1722.08	0	0
ENST00000503442	1232	903.715	0	0
ENST00000511446	2018	1578	2	0.039319
ENST00000504802	600	433.866	0	0
ENST00000508264	727	560.866	0	0
ENST00000502692	3084	3238.19	0	0
ENST00000513398	2939	3181.83	1857.89	18.1143
ENST00000511191	704	603.564	18.1091	0.930791
ENST00000339687	1211	1313.23	4.07359	0.0962312
ENST00000606293	676	509.866	0	0
ENST00000445910	925	758.866	0	0
ENST00000430512	1191	1024.87	0	0
ENST00000445557	926	759.866	0	0
ENST00000495672	589	373.76	1.4526	0.120568
ENST00000475169	611	405.264	1.90491	0.145819
ENST00000472159	768	481.419	0	0
ENST00000467490	1742	1575.87	0	0
ENST00000297158	1305	973.615	8.22416	0.262049
ENST00000478939	1479	1033.97	16.2318	0.487007
ENST00000498734	724	488.668	2	0.126968
ENST00000571914	1896	1701.27	44.0344	0.802963
ENST00000574882	989	1036.52	3.51835	0.105303
ENST00000571707	1716	1885.65	5.14932	0.0847162
ENST00000540189	1872	1705.87	0	0
ENST00000572675	1072	905.866	0	0
ENST00000328585	1613	1867.19	5.26014	0.0873948
ENST00000298771	1481	1306.46	0	0
ENST00000444825	578	411.866	0	0
ENST00000429325	578	411.866	0	0
ENST00000433618	1409	1260.67	5.4032	0.132962
ENST00000537242	1479	1312.87	0	0
ENST00000417143	1956	1690.04	2	0.0367123
ENST00000453496	2469	2322.56	56.5609	0.755489
ENST00000514827	947	780.866	0	0
ENST00000489748	1242	1075.87	0	0
ENST00000382749	1918	1560.15	2.22873	0.044317
ENST00000467649	524	357.866	0	0
ENST00000544088	1731	1564.87	0	0
ENST00000538847	1125	958.866	0	0
ENST00000536691	1294	1127.87	0	0
ENST00000533663	613	442.612	3.83189	0.268577
ENST00000534193	1765	1532	0	0
ENST00000534817	342	180.241	1	0.172118
ENST00000454689	1695	1479.61	8.16811	0.171259
ENST00000424348	959	792.866	0	0
ENST00000603128	6402	7008.65	21.2185	0.0939201
ENST00000419350	6603	7242.48	39.1439	0.16767
ENST00000603507	3340	3173.87	0	0
ENST00000604347	589	422.866	0	0
ENST00000603055	1158	991.866	0	0
ENST00000448023	6310	6697.67	0	0
ENST00000359128	6379	6969.95	0	0
ENST00000301749	6391	6819.66	0	0
ENST00000324659	2413	2246.87	0	0
ENST00000349350	8668	9747.1	0	0
ENST00000427578	8834	9956.62	0	0
ENST00000443370	8534	9904.11	0	0
ENST00000421100	8469	9520.69	0	0
ENST00000449052	8733	9834.87	0	0
ENST00000348028	8395	9729.86	0.0567243	0.000180859
ENST00000546292	8375	9708.19	11.9433	0.0381648
ENST00000538115	8514	9882.45	0	0
ENST00000542585	8713	9812.83	0	0
ENST00000546213	8036	8994.35	0	0
ENST00000534447	5330	5439.42	56.7857	0.323865
ENST00000534142	2012	2012.31	53.868	0.83045
ENST00000533478	5669	6304.33	68.2184	0.335691
ENST00000525539	7379	8064.52	0	0
ENST00000530363	1608	1610.57	39.0809	0.75277
ENST00000299598	5818	6542.32	31.2046	0.147967
ENST00000529079	574	407.866	0	0
ENST00000531391	1488	1497	102.593	2.12606
ENST00000526632	2006	2023.14	0	0
ENST00000527937	4165	4290.05	38.7438	0.280168
ENST00000529791	552	425.386	6.35561	0.463503
ENST00000337114	3427	3260.87	0	0
ENST00000472788	1416	1249.87	0	0
ENST00000470589	4826	3718.76	1	0.0083422
ENST00000435101	692	525.866	0	0
ENST00000358097	1655	1488.87	0	0
ENST00000433992	1738	1571.87	0	0
ENST00000424775	573	406.866	0	0
ENST00000435688	564	486.982	2.3882	0.152138
ENST00000429239	925	758.866	0	0
ENST00000394191	931	619.865	1	0.0500473
ENST00000397927	3032	3636.9	480.437	4.09811
ENST00000528707	2969	3553.22	2637.57	23.0283
ENST00000473628	522	449.268	37.0263	2.55672
ENST00000313669	3007	3602.85	1893.96	16.3081
ENST00000534473	893	726.866	0	0
ENST00000341493	936	769.866	0	0
ENST00000606380	541	474.409	2	0.130784
ENST00000515683	1740	1573.87	0	0
ENST00000510055	872	730.772	1.00048	0.0424723
ENST00000511397	581	414.866	0	0
ENST00000505942	564	397.866	0	0
ENST00000564451	2115	2129.98	23.2268	0.338291
ENST00000567207	1302	1285.77	0	0
ENST00000563927	1523	1596.04	6.63391	0.128945
ENST00000567960	1333	1355.45	1.0296	0.0235647
ENST00000434551	1042	875.866	0	0
ENST00000418689	945	778.866	0	0
ENST00000533152	965	798.866	0	0
ENST00000440231	985	818.866	0	0
ENST00000435756	929	762.866	0	0
ENST00000339924	1608	1441.87	0	0
ENST00000391729	677	510.866	0	0
ENST00000438125	1544	1332.8	0	0
ENST00000435769	3114	2830.66	173.465	1.90109
ENST00000437915	1087	864.903	0	0
ENST00000343721	1302	1084.95	0	0
ENST00000438904	1236	1010.15	7.28908	0.223854
ENST00000529911	2028	1887.77	360.94	5.93148
ENST00000457194	1984	1859.26	37.6262	0.627809
ENST00000429712	1313	1332.82	12.0899	0.281403
ENST00000493176	545	412.62	9.95091	0.748154
ENST00000420396	2115	1983.32	0	0
ENST00000606935	2210	2511.37	0	0
ENST00000536140	3226	3765.26	79.6683	0.6564
ENST00000544813	573	488.245	0	0
ENST00000290510	2129	2455.68	390.762	4.9365
ENST00000538102	710	649.375	18.6675	0.891803
ENST00000541956	1102	1132.89	4.08427	0.111842
ENST00000544200	957	929.356	16.7309	0.55849
ENST00000544949	778	763.022	5.99202	0.243621
ENST00000540406	598	502.493	0	0
ENST00000545596	567	479.221	2.29912	0.148835
ENST00000542976	489	403.887	3.36629	0.258565
ENST00000396725	2635	3020.63	0	0
ENST00000251761	2637	3156.07	695.696	6.83835
ENST00000504970	935	768.866	0	0
ENST00000502411	566	399.866	0	0
ENST00000496692	554	387.866	0	0
ENST00000466542	1070	903.866	0	0
ENST00000465075	769	602.866	0	0
ENST00000473530	1632	1465.87	0	0
ENST00000473712	567	400.866	0	0
ENST00000482226	527	360.866	0	0
ENST00000467903	1101	979.432	4.66626	0.147799
ENST00000507374	553	395.341	0.377252	0.0296032
ENST00000508651	542	378.117	0	0
ENST00000543859	457	291.089	0	0
ENST00000574312	1456	1469.18	69.7651	1.47313
ENST00000573241	1444	1477.48	0	0
ENST00000571773	610	509.441	3.03319	0.184707
ENST00000574280	660	567.087	4.52857	0.247736
ENST00000571069	1161	1128.81	37.5366	1.0316
ENST00000570442	641	541.525	2.69646	0.154473
ENST00000575046	408	265.688	0	0
ENST00000575762	1352	1354.77	79.6967	1.82496
ENST00000575339	751	662.497	9.06177	0.424334
ENST00000574131	1032	969.14	82.7773	2.64974
ENST00000573010	425	321.639	2.71641	0.262002
ENST00000573806	872	785.683	0	0
ENST00000575072	509	365.467	27.5885	2.34184
ENST00000573199	668	571.868	1.95864	0.106252
ENST00000577071	590	456.574	0	0
ENST00000570437	306	171.384	2.62867	0.475821
ENST00000576563	446	317.76	3.51197	0.34287
ENST00000599931	1608	1441.87	0	0
ENST00000593676	677	510.866	0	0
ENST00000597750	2635	3020.63	0	0
ENST00000598308	2637	3156.07	695.696	6.83835
ENST00000606254	2210	2511.37	0	0
ENST00000593543	3226	3765.26	79.6683	0.6564
ENST00000594961	573	488.245	0	0
ENST00000595716	2129	2455.68	390.762	4.9365
ENST00000594616	710	649.375	18.6675	0.891803
ENST00000601914	1102	1132.89	4.08427	0.111842
ENST00000597165	957	929.356	16.7309	0.55849
ENST00000600696	778	763.022	5.99202	0.243621
ENST00000600678	598	502.493	0	0
ENST00000600028	567	479.221	2.29912	0.148835
ENST00000593733	489	403.887	3.36629	0.258565
ENST00000574090	1608	1441.87	0	0
ENST00000571154	677	510.866	0	0
ENST00000571556	929	762.866	0	0
ENST00000570683	965	798.866	0	0
ENST00000570522	692	644.54	12.9859	0.625031
ENST00000574062	1655	1843.08	20.1779	0.339633
ENST00000575319	1738	1949.32	39.4635	0.628044
ENST00000576465	573	406.866	0	0
ENST00000573762	564	486.982	2.3882	0.152138
ENST00000436911	1013	757.558	1.86434	0.0763463
ENST00000443402	2730	2206.8	7.13566	0.100311
ENST00000570020	758	715.939	327	14.1694
ENST00000466254	758	715.939	327	14.1694
ENST00000390477	720	553.866	0	0
ENST00000478163	974	842.605	3	0.110452
ENST00000390320	127	18.0711	0	0
ENST00000390322	175	41.6421	0	0
ENST00000390324	176	42.3116	0	0
ENST00000390326	33	9.61538	0	0
ENST00000390327	72	23.5893	0	0
ENST00000390328	70	23.2885	0	0
ENST00000390330	46	15.75	0	0
ENST00000390238	38	12.1765	0	0
ENST00000390239	37	11.1765	0	0
ENST00000390240	38	12.1765	0	0
ENST00000390241	38	12.1765	0	0
ENST00000390242	38	12.1765	0	0
ENST00000390560	61	23.1111	0	0
ENST00000488476	49	17.5385	0	0
ENST00000461719	46	15.75	0	0
ENST00000463911	49	17.5385	0	0
ENST00000390564	52	18.5862	0	0
ENST00000390565	52	18.5862	0	0
ENST00000605226	61	23.1111	0	0
ENST00000603111	49	17.5385	0	0
ENST00000605760	46	15.75	0	0
ENST00000604591	49	17.5385	0	0
ENST00000604748	52	18.5862	0	0
ENST00000603773	52	18.5862	0	0
ENST00000390321	460	294.06	0	0
ENST00000390323	462	296.06	0	0
ENST00000390325	462	296.06	0	0
ENST00000390331	438	272.284	0	0
ENST00000390237	523	371.282	2	0.16711
ENST00000390539	1071	904.866	0	0
ENST00000390541	1412	1245.87	0	0
ENST00000577108	230	79.9856	0	0
ENST00000576077	166	36.302	0	0
ENST00000390543	1110	943.866	0	0
ENST00000390545	1132	965.866	0	0
ENST00000390547	1110	943.866	0	0
ENST00000390548	2619	2452.87	0	0
ENST00000390549	1128	961.866	0	0
ENST00000390542	1022	855.866	0	0
ENST00000390551	1268	1101.87	0	0
ENST00000390556	1678	1511.87	0	0
ENST00000390559	1461	1294.87	0	0
ENST00000605666	1071	904.866	0	0
ENST00000604997	230	79.9856	0	0
ENST00000604657	166	36.302	0	0
ENST00000605414	1412	1245.87	0	0
ENST00000605075	1110	943.866	0	0
ENST00000603473	1132	965.866	0	0
ENST00000604598	1110	943.866	0	0
ENST00000604364	2619	2452.87	0	0
ENST00000605583	1128	961.866	0	0
ENST00000603328	1022	855.866	0	0
ENST00000603632	1268	1101.87	0	0
ENST00000605157	1678	1511.87	0	0
ENST00000605693	1461	1294.87	0	0
ENST00000338912	353	189.097	0	0
ENST00000558565	359	195	0	0
ENST00000302092	353	189.097	0	0
ENST00000559480	363	198.822	0	0
ENST00000604066	353	189.097	0	0
ENST00000557788	353	189.097	0	0
ENST00000390593	415	249.725	0	0
ENST00000390594	415	249.725	0	0
ENST00000390595	393	228.105	0	0
ENST00000390596	412	246.774	0	0
ENST00000390597	377	212.409	0	0
ENST00000390598	430	264.392	0	0
ENST00000390599	413	247.749	0	0
ENST00000390600	434	268.365	0	0
ENST00000390601	471	305.03	0	0
ENST00000390602	428	262.418	0	0
ENST00000390603	437	271.311	0	0
ENST00000390604	425	259.47	0	0
ENST00000390605	410	244.799	0	0
ENST00000390606	413	247.749	0	0
ENST00000390607	430	264.392	0	0
ENST00000390609	430	264.392	0	0
ENST00000390610	411	245.799	0	0
ENST00000390611	381	216.236	0	0
ENST00000390612	423	257.496	0	0
ENST00000390613	431	265.392	0	0
ENST00000438142	426	260.47	0	0
ENST00000390615	431	265.392	0	0
ENST00000390616	400	234.966	0	0
ENST00000390617	366	201.722	0	0
ENST00000390618	426	260.47	0	0
ENST00000390619	425	259.47	0	0
ENST00000434710	434	268.365	0	0
ENST00000390621	409	243.799	0	0
ENST00000390622	655	488.866	0	0
ENST00000390624	430	264.392	0	0
ENST00000390625	437	271.311	0	0
ENST00000390626	410	244.799	0	0
ENST00000390627	569	402.866	0	0
ENST00000390628	412	246.774	0	0
ENST00000455737	1327	1160.87	0	0
ENST00000390629	493	326.936	0	0
ENST00000390630	455	289.089	0	0
ENST00000454421	431	265.392	0	0
ENST00000390632	427	261.444	0	0
ENST00000390633	412	246.774	0	0
ENST00000390634	433	267.392	0	0
ENST00000433072	437	271.311	0	0
ENST00000390636	437	271.311	0	0
ENST00000424969	587	420.866	0	0
ENST00000390639	405	239.872	0	0
ENST00000453673	353	189.097	0	0
ENST00000542081	324	161.519	0	0
ENST00000390282	419	253.599	0	0
ENST00000390283	414	248.725	0	0
ENST00000390284	362	197.822	0	0
ENST00000390285	623	456.866	0	0
ENST00000390286	426	260.47	0	0
ENST00000390287	365	200.742	0	0
ENST00000390289	379	230.083	38	5.12362
ENST00000390290	400	251.375	1	0.123412
ENST00000390291	405	239.872	0	0
ENST00000427632	409	243.799	0	0
ENST00000390293	369	204.661	0	0
ENST00000390294	407	241.847	0	0
ENST00000390295	384	219.127	0	0
ENST00000390296	397	231.99	0	0
ENST00000390297	466	300.03	0	0
ENST00000390298	385	220.105	0	0
ENST00000390299	407	241.847	0	0
ENST00000390300	374	209.536	0	0
ENST00000390301	392	227.105	0	0
ENST00000390302	398	232.99	0	0
ENST00000390303	358	194	0	0
ENST00000390304	377	212.409	0	0
ENST00000390305	380	215.28	0	0
ENST00000390306	502	335.936	0	0
ENST00000390307	409	243.799	0	0
ENST00000390308	602	435.866	0	0
ENST00000390309	377	212.409	0	0
ENST00000390310	374	209.536	0	0
ENST00000390311	375	210.494	0	0
ENST00000390312	402	236.919	0	0
ENST00000390313	360	195.961	0	0
ENST00000390314	400	234.966	0	0
ENST00000390315	386	221.105	0	0
ENST00000390316	461	295.06	0	0
ENST00000390317	520	353.866	0	0
ENST00000390318	403	237.872	0	0
ENST00000390319	398	232.99	0	0
ENST00000354689	294	133.937	0	0
ENST00000567458	358	194	0	0
ENST00000560724	291	131.348	0	0
ENST00000425181	350	186.191	0	0
ENST00000565407	349	185.229	0	0
ENST00000570121	353	189.097	0	0
ENST00000562905	353	189.097	0	0
ENST00000421835	350	186.191	0	0
ENST00000390243	538	371.866	0	0
ENST00000390244	408	242.823	0	0
ENST00000496168	532	365.866	0	0
ENST00000464162	380	215.28	0	0
ENST00000390247	445	279.202	0	0
ENST00000495489	398	232.99	0	0
ENST00000493819	409	243.799	0	0
ENST00000483158	392	227.105	0	0
ENST00000480492	398	232.99	0	0
ENST00000390252	442	276.202	0	0
ENST00000479981	378	213.409	0	0
ENST00000490686	378	213.409	0	0
ENST00000492167	400	234.966	0	0
ENST00000390256	406	240.847	0	0
ENST00000484817	390	225.105	0	0
ENST00000498435	382	217.215	0	0
ENST00000482769	390	225.105	0	0
ENST00000468494	390	225.105	0	0
ENST00000473726	382	217.215	0	0
ENST00000465170	398	232.99	0	0
ENST00000498574	398	232.99	0	0
ENST00000390264	314	152.221	0	0
ENST00000429992	332	168.983	0	0
ENST00000560045	312	150.422	0	0
ENST00000448155	376	211.451	0	0
ENST00000509129	353	189.097	0	0
ENST00000390265	440	274.229	0	0
ENST00000474213	395	230.036	0	0
ENST00000491977	390	225.105	0	0
ENST00000453166	396	231.013	0	0
ENST00000558026	306	144.936	0	0
ENST00000390268	390	225.105	0	0
ENST00000462693	390	225.105	0	0
ENST00000436451	409	243.799	0	0
ENST00000390270	445	279.202	0	0
ENST00000390271	371	206.619	0	0
ENST00000483379	532	365.866	0	0
ENST00000492446	378	213.409	0	0
ENST00000417279	394	229.105	0	0
ENST00000390275	531	364.866	0	0
ENST00000390276	532	365.866	0	0
ENST00000390277	442	276.202	0	0
ENST00000390278	371	206.619	0	0
ENST00000468879	532	406.695	7	0.533959
ENST00000471857	532	365.866	0	0
ENST00000423080	382	217.215	0	0
ENST00000603991	415	249.725	0	0
ENST00000604405	415	249.725	0	0
ENST00000604008	393	228.105	0	0
ENST00000604885	377	212.409	0	0
ENST00000605118	430	264.392	0	0
ENST00000604832	471	305.03	0	0
ENST00000603568	428	262.418	0	0
ENST00000604787	437	271.311	0	0
ENST00000604206	425	259.47	0	0
ENST00000604973	410	244.799	0	0
ENST00000605303	413	247.749	0	0
ENST00000603206	430	264.392	0	0
ENST00000604930	430	264.392	0	0
ENST00000603306	411	245.799	0	0
ENST00000604985	381	216.236	0	0
ENST00000603153	423	257.496	0	0
ENST00000603660	431	265.392	0	0
ENST00000605000	426	260.47	0	0
ENST00000603600	431	265.392	0	0
ENST00000604045	400	234.966	0	0
ENST00000604984	366	201.722	0	0
ENST00000605215	426	260.47	0	0
ENST00000603423	425	259.47	0	0
ENST00000604795	434	268.365	0	0
ENST00000605715	409	243.799	0	0
ENST00000603279	655	488.866	0	0
ENST00000604412	430	264.392	0	0
ENST00000603914	437	271.311	0	0
ENST00000603210	410	244.799	0	0
ENST00000604962	569	402.866	0	0
ENST00000603573	412	246.774	0	0
ENST00000604829	1327	1160.87	0	0
ENST00000603344	493	326.936	0	0
ENST00000603539	455	289.089	0	0
ENST00000604578	431	265.392	0	0
ENST00000605681	427	261.444	0	0
ENST00000605716	412	246.774	0	0
ENST00000604977	433	267.392	0	0
ENST00000604096	437	271.311	0	0
ENST00000603911	437	271.311	0	0
ENST00000603412	587	420.866	0	0
ENST00000390333	50	17.8889	0	0
ENST00000390334	60	22.7429	0	0
ENST00000390337	50	17.8889	0	0
ENST00000390338	61	23.1111	0	0
ENST00000390339	60	22.7429	1	1.36406
ENST00000564782	50	17.8889	0.5	0.867091
ENST00000562364	51	18.8889	4	6.56949
ENST00000568132	46	15.75	0	0
ENST00000570261	49	17.5385	1.5	2.65325
ENST00000569780	50	17.8889	1	1.73418
ENST00000566152	48	16.5385	1	1.87578
ENST00000562885	53	18.9667	0.5	0.817819
ENST00000568349	47	15.5385	0	0
ENST00000390412	50	17.8889	0.5	0.867091
ENST00000390413	51	18.8889	4	6.56949
ENST00000390414	46	15.75	0	0
ENST00000390415	49	17.5385	1.5	2.65325
ENST00000390416	50	17.8889	1	1.73418
ENST00000390417	48	16.5385	1	1.87578
ENST00000390418	53	18.9667	0.5	0.817819
ENST00000390419	47	15.5385	1	1.9965
ENST00000390473	51	18.8889	0	0
ENST00000390474	48	16.5385	0	0
